"date","geography","geography code","Rural Urban","Dwelling Type: All categories: Accommodation type; measures: Value","Dwelling Type: Unshared dwelling: Total; measures: Value","Dwelling Type: Unshared dwelling: Whole house or bungalow: Total; measures: Value","Dwelling Type: Unshared dwelling: Whole house or bungalow: Detached; measures: Value","Dwelling Type: Unshared dwelling: Whole house or bungalow: Semi-detached; measures: Value","Dwelling Type: Unshared dwelling: Whole house or bungalow: Terraced (including end-terrace); measures: Value","Dwelling Type: Unshared dwelling: Flat, maisonette or apartment: Total; measures: Value","Dwelling Type: Unshared dwelling: Flat, maisonette or apartment: Purpose-built block of flats or tenement; measures: Value","Dwelling Type: Unshared dwelling: Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits); measures: Value","Dwelling Type: Unshared dwelling: Flat, maisonette or apartment: In commercial building; measures: Value","Dwelling Type: Unshared dwelling: Caravan or other mobile or temporary structure; measures: Value","Dwelling Type: Shared dwelling; measures: Value"
"2011","E00002912","E00002912","Total",140,140,52,4,14,34,88,84,1,3,0,0
"2011","E00002917","E00002917","Total",131,131,120,13,62,45,11,7,4,0,0,0
"2011","E00002920","E00002920","Total",135,135,76,8,41,27,59,58,1,0,0,0
"2011","E00002923","E00002923","Total",124,124,56,7,38,11,67,66,1,0,1,0
"2011","E00002924","E00002924","Total",180,180,135,18,56,61,45,44,1,0,0,0
"2011","E00002925","E00002925","Total",114,114,105,7,54,44,9,7,2,0,0,0
"2011","E00002387","E00002387","Total",123,123,116,71,43,2,7,1,5,1,0,0
"2011","E00002397","E00002397","Total",114,114,38,22,16,0,76,70,6,0,0,0
"2011","E00002413","E00002413","Total",172,159,38,8,18,12,121,25,95,1,0,13
"2011","E00002418","E00002418","Total",124,124,26,3,20,3,98,86,12,0,0,0
"2011","E00003083","E00003083","Total",112,112,48,6,9,33,64,14,50,0,0,0
"2011","E00003084","E00003084","Total",136,136,41,3,9,29,95,38,57,0,0,0
"2011","E00003086","E00003086","Total",126,126,62,11,6,45,64,15,49,0,0,0
"2011","E00003093","E00003093","Total",128,128,60,6,6,48,68,15,53,0,0,0
"2011","E00003100","E00003100","Total",134,132,57,6,3,48,75,26,49,0,0,2
"2011","E00003087","E00003087","Total",127,127,58,10,8,40,69,19,50,0,0,0
"2011","E00003089","E00003089","Total",123,123,12,2,8,2,111,83,28,0,0,0
"2011","E00003092","E00003092","Total",180,175,16,3,9,4,159,54,105,0,0,5
"2011","E00003096","E00003096","Total",137,137,12,3,6,3,125,31,94,0,0,0
"2011","E00003099","E00003099","Total",149,149,52,2,12,38,96,13,83,0,1,0
"2011","E00003097","E00003097","Total",152,152,17,4,2,11,135,60,38,37,0,0
"2011","E00003101","E00003101","Total",142,136,9,1,5,3,127,42,64,21,0,6
"2011","E00003103","E00003103","Total",141,137,14,0,7,7,123,44,77,2,0,4
"2011","E00003104","E00003104","Total",177,170,17,2,10,5,153,112,38,3,0,7
"2011","E00003105","E00003105","Total",163,155,7,1,3,3,148,58,68,22,0,8
"2011","E00003106","E00003106","Total",140,136,16,6,3,7,120,86,29,5,0,4
"2011","E00003073","E00003073","Total",123,121,69,2,39,28,52,23,29,0,0,2
"2011","E00003075","E00003075","Total",129,129,64,6,24,34,65,11,54,0,0,0
"2011","E00003098","E00003098","Total",132,128,27,2,5,20,101,45,52,4,0,4
"2011","E00003108","E00003108","Total",145,145,76,10,14,52,68,24,38,6,1,0
"2011","E00003109","E00003109","Total",199,195,40,6,7,27,155,70,79,6,0,4
"2011","E00002383","E00002383","Total",147,140,11,1,7,3,129,40,89,0,0,7
"2011","E00002393","E00002393","Total",190,190,10,0,9,1,180,50,130,0,0,0
"2011","E00002416","E00002416","Total",168,168,10,2,3,5,158,118,30,10,0,0
"2011","E00002420","E00002420","Total",109,109,13,5,6,2,96,27,68,1,0,0
"2011","E00002421","E00002421","Total",173,159,5,0,5,0,154,73,79,2,0,14
"2011","E00002392","E00002392","Total",211,198,17,8,8,1,181,151,30,0,0,13
"2011","E00002406","E00002406","Total",131,131,69,16,50,3,62,25,37,0,0,0
"2011","E00002412","E00002412","Total",116,110,47,8,14,25,63,50,13,0,0,6
"2011","E00002414","E00002414","Total",115,111,16,9,6,1,95,83,12,0,0,4
"2011","E00002415","E00002415","Total",151,149,17,14,3,0,132,110,22,0,0,2
"2011","E00002386","E00002386","Total",147,139,7,5,2,0,132,98,34,0,0,8
"2011","E00002407","E00002407","Total",147,135,12,7,3,2,123,39,84,0,0,12
"2011","E00002408","E00002408","Total",131,131,3,0,1,2,128,92,35,1,0,0
"2011","E00002409","E00002409","Total",122,116,8,4,3,1,108,68,40,0,0,6
"2011","E00002410","E00002410","Total",158,150,15,9,5,1,135,103,30,2,0,8
"2011","E00002411","E00002411","Total",145,145,6,4,2,0,139,108,30,1,0,0
"2011","E00002713","E00002713","Total",127,127,41,15,25,1,86,30,56,0,0,0
"2011","E00002714","E00002714","Total",94,94,30,20,9,1,64,17,47,0,0,0
"2011","E00002716","E00002716","Total",136,121,23,1,12,10,98,24,74,0,0,15
"2011","E00002720","E00002720","Total",94,87,21,13,6,2,66,14,52,0,0,7
"2011","E00002724","E00002724","Total",127,125,22,4,9,9,103,16,86,1,0,2
"2011","E00002725","E00002725","Total",149,149,21,17,4,0,128,27,101,0,0,0
"2011","E00002719","E00002719","Total",134,134,4,1,2,1,130,103,27,0,0,0
"2011","E00002721","E00002721","Total",130,130,3,0,2,1,127,117,10,0,0,0
"2011","E00002722","E00002722","Total",154,143,22,21,1,0,121,21,100,0,0,11
"2011","E00002723","E00002723","Total",148,134,8,1,4,3,126,73,53,0,0,14
"2011","E00002726","E00002726","Total",124,118,7,0,1,6,111,107,4,0,0,6
"2011","E00002727","E00002727","Total",133,133,4,2,1,1,129,120,8,1,0,0
"2011","E00003081","E00003081","Total",161,161,39,7,13,19,122,58,62,2,0,0
"2011","E00003082","E00003082","Total",120,120,21,5,4,12,99,51,48,0,0,0
"2011","E00003090","E00003090","Total",152,152,60,7,14,39,91,50,32,9,1,0
"2011","E00003091","E00003091","Total",137,137,34,2,8,24,103,41,61,1,0,0
"2011","E00003095","E00003095","Total",145,143,34,9,2,23,109,50,39,20,0,2
"2011","E00003071","E00003071","Total",135,133,43,7,9,27,90,49,41,0,0,2
"2011","E00003072","E00003072","Total",147,147,27,3,5,19,120,45,62,13,0,0
"2011","E00003088","E00003088","Total",166,158,45,10,13,22,113,64,33,16,0,8
"2011","E00003102","E00003102","Total",205,200,27,5,6,16,173,99,53,21,0,5
"2011","E00003107","E00003107","Total",149,149,46,4,9,33,103,49,53,1,0,0
"2011","E00003078","E00003078","Total",181,181,58,7,13,38,123,82,37,4,0,0
"2011","E00003079","E00003079","Total",135,135,43,6,15,22,92,29,63,0,0,0
"2011","E00003080","E00003080","Total",142,142,34,6,6,22,108,46,62,0,0,0
"2011","E00003085","E00003085","Total",141,139,45,8,9,28,94,29,64,1,0,2
"2011","E00003094","E00003094","Total",116,116,48,5,6,37,68,21,46,1,0,0
"2011","E00003069","E00003069","Total",115,115,45,5,21,19,70,64,5,1,0,0
"2011","E00003070","E00003070","Total",160,160,60,4,21,35,100,93,6,1,0,0
"2011","E00003076","E00003076","Total",183,181,18,2,8,8,163,140,22,1,0,2
"2011","E00003077","E00003077","Total",162,154,2,1,0,1,152,151,1,0,0,8
"2011","E00174688","E00174688","Total",110,108,41,5,10,26,67,58,9,0,0,2
"2011","E00174689","E00174689","Total",110,103,64,6,46,12,39,12,27,0,0,7
"2011","E00002476","E00002476","Total",189,187,49,7,18,24,138,106,16,16,0,2
"2011","E00002483","E00002483","Total",142,142,15,4,2,9,127,123,3,1,0,0
"2011","E00002485","E00002485","Total",120,120,89,15,25,49,31,17,12,2,0,0
"2011","E00002486","E00002486","Total",137,137,55,2,11,42,81,33,48,0,1,0
"2011","E00002487","E00002487","Total",128,124,108,20,19,69,16,10,6,0,0,4
"2011","E00002534","E00002534","Total",168,164,59,5,13,41,105,37,68,0,0,4
"2011","E00002538","E00002538","Total",233,231,75,12,6,57,155,70,71,14,1,2
"2011","E00002544","E00002544","Total",147,137,16,2,13,1,121,74,47,0,0,10
"2011","E00002545","E00002545","Total",142,142,30,5,14,11,111,52,56,3,1,0
"2011","E00002546","E00002546","Total",215,172,20,8,10,2,152,77,73,2,0,43
"2011","E00002532","E00002532","Total",160,160,93,7,51,35,67,22,44,1,0,0
"2011","E00002535","E00002535","Total",143,136,2,1,0,1,134,131,3,0,0,7
"2011","E00002537","E00002537","Total",127,127,43,6,18,19,83,35,47,1,1,0
"2011","E00002567","E00002567","Total",160,160,43,2,6,35,117,79,38,0,0,0
"2011","E00002570","E00002570","Total",120,120,2,1,1,0,118,115,3,0,0,0
"2011","E00002558","E00002558","Total",207,207,44,15,14,15,162,151,7,4,1,0
"2011","E00002559","E00002559","Total",148,148,66,7,18,41,82,34,47,1,0,0
"2011","E00002560","E00002560","Total",125,125,62,7,18,37,63,42,18,3,0,0
"2011","E00002563","E00002563","Total",123,121,3,1,1,1,118,116,2,0,0,2
"2011","E00174694","E00174694","Total",100,100,27,4,4,19,73,72,1,0,0,0
"2011","E00174726","E00174726","Total",110,110,84,11,18,55,25,24,1,0,1,0
"2011","E00002533","E00002533","Total",205,205,79,13,14,52,126,44,79,3,0,0
"2011","E00002561","E00002561","Total",168,164,73,13,25,35,91,31,59,1,0,4
"2011","E00002564","E00002564","Total",159,159,82,9,27,46,77,13,64,0,0,0
"2011","E00002565","E00002565","Total",144,144,55,13,11,31,89,35,54,0,0,0
"2011","E00002568","E00002568","Total",137,137,58,7,16,35,79,19,60,0,0,0
"2011","E00002531","E00002531","Total",112,112,43,7,7,29,69,68,1,0,0,0
"2011","E00002536","E00002536","Total",53,53,22,5,5,12,30,29,1,0,1,0
"2011","E00002562","E00002562","Total",133,133,62,10,14,38,71,71,0,0,0,0
"2011","E00002566","E00002566","Total",133,127,14,3,5,6,112,88,22,2,1,6
"2011","E00002569","E00002569","Total",169,159,52,8,16,28,107,47,60,0,0,10
"2011","E00002321","E00002321","Total",122,122,116,4,66,46,6,4,2,0,0,0
"2011","E00002323","E00002323","Total",120,120,101,10,31,60,19,12,7,0,0,0
"2011","E00002324","E00002324","Total",115,113,109,11,38,60,4,3,0,1,0,2
"2011","E00002325","E00002325","Total",112,112,107,11,30,66,4,0,3,1,1,0
"2011","E00002329","E00002329","Total",132,132,116,8,77,31,16,6,10,0,0,0
"2011","E00002331","E00002331","Total",118,118,85,2,70,13,33,26,7,0,0,0
"2011","E00002333","E00002333","Total",123,123,111,22,25,64,11,3,8,0,1,0
"2011","E00002335","E00002335","Total",128,128,82,8,56,18,46,37,9,0,0,0
"2011","E00002310","E00002310","Total",120,120,106,12,37,57,14,7,7,0,0,0
"2011","E00002312","E00002312","Total",109,109,105,13,21,71,4,2,2,0,0,0
"2011","E00002315","E00002315","Total",114,114,102,8,45,49,11,6,5,0,1,0
"2011","E00002342","E00002342","Total",112,112,107,14,33,60,5,1,4,0,0,0
"2011","E00002319","E00002319","Total",118,118,60,4,50,6,58,50,8,0,0,0
"2011","E00002337","E00002337","Total",137,137,39,6,14,19,97,59,38,0,1,0
"2011","E00002338","E00002338","Total",128,128,118,9,31,78,10,2,8,0,0,0
"2011","E00002339","E00002339","Total",136,136,29,1,18,10,107,70,37,0,0,0
"2011","E00002341","E00002341","Total",137,137,63,6,24,33,74,46,22,6,0,0
"2011","E00003044","E00003044","Total",159,159,4,0,1,3,155,149,2,4,0,0
"2011","E00003052","E00003052","Total",212,212,23,3,14,6,189,178,8,3,0,0
"2011","E00174682","E00174682","Total",123,123,102,14,63,25,21,6,15,0,0,0
"2011","E00174721","E00174721","Total",96,91,71,5,29,37,20,9,11,0,0,5
"2011","E00174727","E00174727","Total",110,110,73,8,45,20,37,18,19,0,0,0
"2011","E00174728","E00174728","Total",68,68,26,1,13,12,42,38,4,0,0,0
"2011","E00002891","E00002891","Total",136,136,77,14,24,39,59,28,31,0,0,0
"2011","E00002893","E00002893","Total",133,133,15,3,5,7,118,79,39,0,0,0
"2011","E00002915","E00002915","Total",135,135,66,9,23,34,69,43,26,0,0,0
"2011","E00002919","E00002919","Total",178,176,108,14,23,71,68,16,52,0,0,2
"2011","E00002883","E00002883","Total",206,206,39,9,3,27,167,162,0,5,0,0
"2011","E00002897","E00002897","Total",146,146,90,14,17,59,56,55,1,0,0,0
"2011","E00174702","E00174702","Total",137,137,73,10,11,52,64,62,2,0,0,0
"2011","E00002886","E00002886","Total",111,111,45,4,11,30,66,65,1,0,0,0
"2011","E00002894","E00002894","Total",138,135,9,3,2,4,126,126,0,0,0,3
"2011","E00002898","E00002898","Total",148,148,70,13,16,41,78,61,12,5,0,0
"2011","E00174691","E00174691","Total",128,128,55,6,7,42,73,52,21,0,0,0
"2011","E00174692","E00174692","Total",128,128,53,6,10,37,75,58,12,5,0,0
"2011","E00174715","E00174715","Total",130,128,4,1,2,1,124,123,1,0,0,2
"2011","E00002892","E00002892","Total",209,209,28,2,22,4,181,171,10,0,0,0
"2011","E00002921","E00002921","Total",108,108,83,16,22,45,25,23,2,0,0,0
"2011","E00002922","E00002922","Total",127,127,18,2,3,13,109,96,13,0,0,0
"2011","E00002928","E00002928","Total",117,117,86,14,29,43,31,28,3,0,0,0
"2011","E00002929","E00002929","Total",118,118,67,10,16,41,51,51,0,0,0,0
"2011","E00174725","E00174725","Total",64,64,43,3,5,35,21,21,0,0,0,0
"2011","E00002639","E00002639","Total",176,172,24,3,6,15,148,59,88,1,0,4
"2011","E00002683","E00002683","Total",124,124,17,0,4,13,107,61,42,4,0,0
"2011","E00002684","E00002684","Total",124,121,25,0,1,24,96,25,71,0,0,3
"2011","E00002686","E00002686","Total",140,116,16,2,4,10,100,21,79,0,0,24
"2011","E00002687","E00002687","Total",158,154,13,0,8,5,141,67,51,23,0,4
"2011","E00002689","E00002689","Total",134,132,10,1,5,4,122,51,45,26,0,2
"2011","E00002640","E00002640","Total",116,114,22,2,3,17,92,19,73,0,0,2
"2011","E00002642","E00002642","Total",148,146,11,4,3,4,135,87,29,19,0,2
"2011","E00002685","E00002685","Total",129,117,43,2,6,35,74,13,59,2,0,12
"2011","E00002688","E00002688","Total",115,115,87,4,3,80,28,3,25,0,0,0
"2011","E00002690","E00002690","Total",119,112,14,0,1,13,98,36,62,0,0,7
"2011","E00002691","E00002691","Total",129,126,10,0,2,8,116,62,39,15,0,3
"2011","E00002643","E00002643","Total",142,133,37,2,5,30,96,33,63,0,0,9
"2011","E00002644","E00002644","Total",133,133,9,0,3,6,124,42,80,2,0,0
"2011","E00002645","E00002645","Total",111,105,60,3,5,52,45,2,43,0,0,6
"2011","E00002647","E00002647","Total",132,130,75,3,9,63,55,8,47,0,0,2
"2011","E00002648","E00002648","Total",115,113,45,4,5,36,68,11,57,0,0,2
"2011","E00002651","E00002651","Total",135,135,25,3,5,17,110,30,80,0,0,0
"2011","E00002646","E00002646","Total",130,125,7,1,0,6,118,63,55,0,0,5
"2011","E00002649","E00002649","Total",199,197,15,3,2,10,182,99,70,13,0,2
"2011","E00002650","E00002650","Total",148,145,3,0,1,2,142,134,3,5,0,3
"2011","E00002653","E00002653","Total",104,100,1,0,1,0,99,96,3,0,0,4
"2011","E00002654","E00002654","Total",150,150,22,2,3,17,128,21,107,0,0,0
"2011","E00174681","E00174681","Total",168,161,10,2,3,5,151,52,99,0,0,7
"2011","E00174686","E00174686","Total",115,115,3,2,0,1,112,65,25,22,0,0
"2011","E00002641","E00002641","Total",214,191,16,3,5,8,175,13,162,0,0,23
"2011","E00002652","E00002652","Total",135,135,79,2,10,67,56,12,44,0,0,0
"2011","E00002655","E00002655","Total",120,114,51,2,6,43,63,8,55,0,0,6
"2011","E00002657","E00002657","Total",110,108,34,2,4,28,74,13,59,2,0,2
"2011","E00002658","E00002658","Total",133,125,18,3,0,15,107,8,99,0,0,8
"2011","E00002662","E00002662","Total",171,160,8,1,2,5,152,34,118,0,0,11
"2011","E00002326","E00002326","Total",118,118,46,3,11,32,72,69,1,2,0,0
"2011","E00002327","E00002327","Total",126,126,5,1,3,1,121,119,1,1,0,0
"2011","E00002328","E00002328","Total",129,129,15,2,11,2,114,108,5,1,0,0
"2011","E00174705","E00174705","Total",139,139,86,8,10,68,51,46,3,2,2,0
"2011","E00002311","E00002311","Total",116,116,24,6,15,3,92,86,5,1,0,0
"2011","E00002313","E00002313","Total",139,139,66,6,26,34,73,61,3,9,0,0
"2011","E00002332","E00002332","Total",133,133,111,9,30,72,22,9,4,9,0,0
"2011","E00002336","E00002336","Total",132,130,67,3,51,13,63,52,11,0,0,2
"2011","E00002330","E00002330","Total",124,124,14,7,6,1,110,103,6,1,0,0
"2011","E00002334","E00002334","Total",112,112,94,14,29,51,18,9,9,0,0,0
"2011","E00002343","E00002343","Total",130,130,119,15,27,77,11,3,7,1,0,0
"2011","E00174723","E00174723","Total",118,118,112,13,27,72,6,2,4,0,0,0
"2011","E00174724","E00174724","Total",112,106,15,2,4,9,91,91,0,0,0,6
"2011","E00002314","E00002314","Total",110,110,106,11,22,73,4,2,2,0,0,0
"2011","E00002316","E00002316","Total",120,120,105,9,28,68,15,8,6,1,0,0
"2011","E00002322","E00002322","Total",107,107,93,5,54,34,14,4,6,4,0,0
"2011","E00002340","E00002340","Total",110,110,84,9,28,47,26,18,8,0,0,0
"2011","E00003056","E00003056","Total",122,120,90,9,53,28,30,13,17,0,0,2
"2011","E00003060","E00003060","Total",144,144,76,10,56,10,68,25,30,13,0,0
"2011","E00003061","E00003061","Total",148,148,105,13,91,1,42,14,21,7,1,0
"2011","E00003062","E00003062","Total",134,134,97,16,72,9,37,24,10,3,0,0
"2011","E00002391","E00002391","Total",112,112,46,12,32,2,66,47,19,0,0,0
"2011","E00002394","E00002394","Total",118,118,34,7,15,12,84,66,11,7,0,0
"2011","E00002395","E00002395","Total",114,114,57,23,15,19,57,48,9,0,0,0
"2011","E00002417","E00002417","Total",130,130,26,15,10,1,104,71,33,0,0,0
"2011","E00002419","E00002419","Total",119,110,84,18,61,5,26,5,21,0,0,9
"2011","E00002384","E00002384","Total",235,232,28,12,4,12,204,165,38,1,0,3
"2011","E00002385","E00002385","Total",138,138,60,34,11,15,78,76,2,0,0,0
"2011","E00002388","E00002388","Total",129,129,54,30,23,1,75,32,43,0,0,0
"2011","E00002390","E00002390","Total",148,133,4,2,2,0,129,124,4,1,0,15
"2011","E00002398","E00002398","Total",156,156,76,27,45,4,80,24,56,0,0,0
"2011","E00002389","E00002389","Total",105,105,93,24,67,2,12,3,9,0,0,0
"2011","E00002396","E00002396","Total",108,108,62,4,28,30,46,30,16,0,0,0
"2011","E00002399","E00002399","Total",125,125,98,7,40,51,27,9,15,3,0,0
"2011","E00002401","E00002401","Total",129,129,66,3,17,46,63,17,46,0,0,0
"2011","E00002400","E00002400","Total",110,110,102,5,72,25,8,1,7,0,0,0
"2011","E00002402","E00002402","Total",123,123,89,1,76,12,34,5,29,0,0,0
"2011","E00002403","E00002403","Total",110,110,91,4,84,3,19,11,8,0,0,0
"2011","E00002404","E00002404","Total",99,99,90,3,55,32,9,1,7,1,0,0
"2011","E00002405","E00002405","Total",136,136,46,2,10,34,90,17,71,2,0,0
"2011","E00002828","E00002828","Total",110,110,41,0,25,16,69,27,42,0,0,0
"2011","E00002829","E00002829","Total",121,119,36,4,5,27,83,32,47,4,0,2
"2011","E00002830","E00002830","Total",125,121,68,1,12,55,53,8,45,0,0,4
"2011","E00002832","E00002832","Total",120,120,46,2,12,32,74,14,52,8,0,0
"2011","E00002837","E00002837","Total",127,123,48,2,14,32,75,10,65,0,0,4
"2011","E00002539","E00002539","Total",184,181,52,10,20,22,129,43,85,1,0,3
"2011","E00002540","E00002540","Total",155,155,65,5,9,51,90,22,68,0,0,0
"2011","E00002541","E00002541","Total",183,181,88,4,21,63,93,34,57,2,0,2
"2011","E00002542","E00002542","Total",198,196,78,6,20,52,118,44,74,0,0,2
"2011","E00174706","E00174706","Total",137,137,17,3,8,6,120,74,27,19,0,0
"2011","E00174707","E00174707","Total",86,74,10,3,4,3,64,33,10,21,0,12
"2011","E00174709","E00174709","Total",50,50,15,2,4,9,35,16,19,0,0,0
"2011","E00002547","E00002547","Total",120,92,18,2,10,6,72,41,31,0,2,28
"2011","E00002548","E00002548","Total",132,122,19,3,14,2,103,50,53,0,0,10
"2011","E00002549","E00002549","Total",206,203,28,7,18,3,175,89,86,0,0,3
"2011","E00002550","E00002550","Total",137,137,41,2,23,16,96,22,73,1,0,0
"2011","E00174708","E00174708","Total",107,107,29,4,6,19,78,36,41,1,0,0
"2011","E00174710","E00174710","Total",109,107,8,4,2,2,99,50,6,43,0,2
"2011","E00174712","E00174712","Total",109,81,6,1,5,0,75,55,11,9,0,28
"2011","E00174719","E00174719","Total",115,115,16,1,4,11,99,90,4,5,0,0
"2011","E00002552","E00002552","Total",133,133,30,6,5,19,103,31,72,0,0,0
"2011","E00002553","E00002553","Total",140,140,24,1,5,18,116,42,66,8,0,0
"2011","E00002554","E00002554","Total",152,150,45,5,12,28,105,31,74,0,0,2
"2011","E00002555","E00002555","Total",131,128,29,9,15,5,99,46,51,2,0,3
"2011","E00002556","E00002556","Total",229,227,50,8,23,19,177,78,96,3,0,2
"2011","E00002577","E00002577","Total",196,196,60,5,32,23,136,35,100,1,0,0
"2011","E00002579","E00002579","Total",244,221,55,9,30,16,166,92,70,4,0,23
"2011","E00002580","E00002580","Total",217,217,52,4,34,14,165,113,46,6,0,0
"2011","E00002581","E00002581","Total",119,119,28,3,9,16,91,86,5,0,0,0
"2011","E00002583","E00002583","Total",176,174,36,3,11,22,138,54,64,20,0,2
"2011","E00002586","E00002586","Total",153,151,75,6,25,44,76,9,67,0,0,2
"2011","E00002591","E00002591","Total",181,181,83,14,15,54,98,36,60,2,0,0
"2011","E00002596","E00002596","Total",182,180,38,7,14,17,142,100,42,0,0,2
"2011","E00002598","E00002598","Total",151,151,45,4,23,18,106,29,77,0,0,0
"2011","E00002604","E00002604","Total",162,160,58,4,19,35,102,39,50,13,0,2
"2011","E00002594","E00002594","Total",169,169,70,10,5,55,99,35,64,0,0,0
"2011","E00174711","E00174711","Total",109,109,9,4,2,3,100,51,16,33,0,0
"2011","E00174718","E00174718","Total",136,136,12,1,6,5,124,81,33,10,0,0
"2011","E00174720","E00174720","Total",87,87,34,4,5,25,52,33,12,7,1,0
"2011","E00002588","E00002588","Total",161,161,69,4,25,40,90,31,59,0,2,0
"2011","E00002589","E00002589","Total",219,199,58,8,19,31,141,60,57,24,0,20
"2011","E00002601","E00002601","Total",193,191,62,11,20,31,129,48,81,0,0,2
"2011","E00002603","E00002603","Total",216,208,63,4,31,28,145,59,81,5,0,8
"2011","E00002816","E00002816","Total",143,143,66,9,12,45,77,18,57,2,0,0
"2011","E00002818","E00002818","Total",126,124,54,1,18,35,70,18,52,0,0,2
"2011","E00002819","E00002819","Total",149,149,64,10,8,46,85,21,64,0,0,0
"2011","E00002821","E00002821","Total",145,142,66,3,19,44,76,18,57,1,0,3
"2011","E00002823","E00002823","Total",120,120,25,2,4,19,95,19,76,0,0,0
"2011","E00002824","E00002824","Total",156,156,6,0,3,3,150,141,8,1,0,0
"2011","E00002825","E00002825","Total",156,156,33,0,13,20,123,26,92,5,0,0
"2011","E00002826","E00002826","Total",170,170,93,2,7,84,77,35,40,2,0,0
"2011","E00002833","E00002833","Total",184,180,78,1,5,72,102,65,35,2,0,4
"2011","E00002834","E00002834","Total",155,155,116,2,11,103,39,13,26,0,0,0
"2011","E00002838","E00002838","Total",150,150,71,7,46,18,79,48,31,0,0,0
"2011","E00002844","E00002844","Total",118,113,68,0,18,50,45,10,34,1,0,5
"2011","E00002846","E00002846","Total",168,168,83,3,10,70,85,14,71,0,0,0
"2011","E00002847","E00002847","Total",140,140,84,0,10,74,56,13,43,0,0,0
"2011","E00002848","E00002848","Total",144,135,36,1,7,28,97,16,79,2,2,9
"2011","E00002807","E00002807","Total",179,179,34,3,16,15,145,11,134,0,0,0
"2011","E00002808","E00002808","Total",113,113,11,3,2,6,102,65,33,4,0,0
"2011","E00002827","E00002827","Total",158,137,32,2,6,24,105,27,77,1,0,21
"2011","E00002831","E00002831","Total",157,157,89,3,10,76,68,6,61,1,0,0
"2011","E00002839","E00002839","Total",186,182,65,4,7,54,117,22,92,3,0,4
"2011","E00002840","E00002840","Total",224,207,28,0,8,20,179,67,90,22,0,17
"2011","E00002810","E00002810","Total",111,111,30,6,10,14,81,31,49,1,0,0
"2011","E00002811","E00002811","Total",153,153,46,5,8,33,107,39,57,11,0,0
"2011","E00002815","E00002815","Total",195,181,18,1,2,15,163,81,76,6,0,14
"2011","E00002820","E00002820","Total",232,229,13,0,4,9,216,178,23,15,0,3
"2011","E00002822","E00002822","Total",221,221,63,7,24,32,158,90,55,13,0,0
"2011","E00002845","E00002845","Total",181,178,20,2,6,12,158,72,38,48,0,3
"2011","E00002585","E00002585","Total",138,138,116,3,29,84,22,4,18,0,0,0
"2011","E00002587","E00002587","Total",124,124,98,0,15,83,26,4,22,0,0,0
"2011","E00002593","E00002593","Total",147,147,86,4,16,66,61,19,42,0,0,0
"2011","E00002600","E00002600","Total",124,124,35,2,6,27,89,9,80,0,0,0
"2011","E00002602","E00002602","Total",167,164,45,4,13,28,119,38,81,0,0,3
"2011","E00002572","E00002572","Total",216,209,29,4,4,21,180,114,48,18,0,7
"2011","E00002597","E00002597","Total",162,162,48,0,7,41,114,8,106,0,0,0
"2011","E00002599","E00002599","Total",151,147,51,6,6,39,96,6,90,0,0,4
"2011","E00002605","E00002605","Total",127,127,64,3,8,53,63,7,56,0,0,0
"2011","E00174714","E00174714","Total",91,91,14,1,3,10,77,62,5,10,0,0
"2011","E00174716","E00174716","Total",91,91,64,5,3,56,27,2,25,0,0,0
"2011","E00174717","E00174717","Total",70,70,7,1,2,4,63,53,1,9,0,0
"2011","E00002571","E00002571","Total",132,132,85,6,8,71,46,6,39,1,1,0
"2011","E00002573","E00002573","Total",147,147,97,6,9,82,50,6,43,1,0,0
"2011","E00002575","E00002575","Total",204,151,66,5,17,44,85,42,43,0,0,53
"2011","E00002576","E00002576","Total",137,137,91,4,9,78,46,2,44,0,0,0
"2011","E00002606","E00002606","Total",113,113,41,4,7,30,72,20,49,3,0,0
"2011","E00002578","E00002578","Total",126,126,103,3,78,22,23,6,17,0,0,0
"2011","E00002582","E00002582","Total",118,110,35,1,8,26,75,21,54,0,0,8
"2011","E00002584","E00002584","Total",119,119,31,2,4,25,88,21,67,0,0,0
"2011","E00002592","E00002592","Total",125,118,39,1,11,27,79,15,64,0,0,7
"2011","E00002595","E00002595","Total",163,161,60,1,28,31,101,20,81,0,0,2
"2011","E00002835","E00002835","Total",117,117,114,1,49,64,3,2,1,0,0,0
"2011","E00002836","E00002836","Total",102,102,90,5,9,76,12,1,10,1,0,0
"2011","E00002841","E00002841","Total",136,136,92,3,19,70,44,11,26,7,0,0
"2011","E00002842","E00002842","Total",147,145,56,1,18,37,89,24,63,2,0,2
"2011","E00002843","E00002843","Total",117,117,42,1,8,33,75,25,50,0,0,0
"2011","E00002809","E00002809","Total",145,145,63,2,11,50,82,25,56,1,0,0
"2011","E00002812","E00002812","Total",153,153,52,0,5,47,101,28,71,2,0,0
"2011","E00002813","E00002813","Total",140,140,51,1,9,41,89,17,72,0,0,0
"2011","E00002814","E00002814","Total",139,139,49,0,7,42,90,27,63,0,0,0
"2011","E00002817","E00002817","Total",141,141,46,2,10,34,95,20,75,0,0,0
"2011","E00002668","E00002668","Total",185,185,32,4,7,21,153,86,65,2,0,0
"2011","E00002678","E00002678","Total",138,131,1,0,0,1,130,129,0,1,0,7
"2011","E00002680","E00002680","Total",139,135,0,0,0,0,135,134,1,0,0,4
