"date","geography","geography code","Rural Urban","Dwelling Type: All categories: Accommodation type; measures: Value","Dwelling Type: Unshared dwelling: Total; measures: Value","Dwelling Type: Unshared dwelling: Whole house or bungalow: Total; measures: Value","Dwelling Type: Unshared dwelling: Whole house or bungalow: Detached; measures: Value","Dwelling Type: Unshared dwelling: Whole house or bungalow: Semi-detached; measures: Value","Dwelling Type: Unshared dwelling: Whole house or bungalow: Terraced (including end-terrace); measures: Value","Dwelling Type: Unshared dwelling: Flat, maisonette or apartment: Total; measures: Value","Dwelling Type: Unshared dwelling: Flat, maisonette or apartment: Purpose-built block of flats or tenement; measures: Value","Dwelling Type: Unshared dwelling: Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits); measures: Value","Dwelling Type: Unshared dwelling: Flat, maisonette or apartment: In commercial building; measures: Value","Dwelling Type: Unshared dwelling: Caravan or other mobile or temporary structure; measures: Value","Dwelling Type: Shared dwelling; measures: Value"
"2011","E00175101","E00175101","Total",166,166,6,4,0,2,160,112,45,3,0,0
"2011","E00014645","E00014645","Total",114,114,65,4,3,58,49,27,18,4,0,0
"2011","E00014670","E00014670","Total",127,122,21,0,4,17,101,39,62,0,0,5
"2011","E00014671","E00014671","Total",115,115,36,0,11,25,79,21,56,2,0,0
"2011","E00014672","E00014672","Total",120,118,23,4,13,6,95,31,63,1,0,2
"2011","E00014673","E00014673","Total",108,108,32,0,12,20,76,29,47,0,0,0
"2011","E00175088","E00175088","Total",118,118,11,0,4,7,106,106,0,0,1,0
"2011","E00175089","E00175089","Total",127,127,0,0,0,0,126,124,2,0,1,0
"2011","E00175092","E00175092","Total",103,103,0,0,0,0,103,94,9,0,0,0
"2011","E00015169","E00015169","Total",113,113,46,1,9,36,67,43,21,3,0,0
"2011","E00015189","E00015189","Total",116,114,5,1,2,2,109,107,2,0,0,2
"2011","E00015190","E00015190","Total",172,169,1,1,0,0,168,167,1,0,0,3
"2011","E00015191","E00015191","Total",81,81,6,0,1,5,75,74,1,0,0,0
"2011","E00015192","E00015192","Total",99,97,4,0,0,4,93,93,0,0,0,2
"2011","E00015193","E00015193","Total",55,52,11,1,0,10,41,29,11,1,0,3
"2011","E00015194","E00015194","Total",94,94,1,0,1,0,93,91,2,0,0,0
"2011","E00015668","E00015668","Total",103,103,30,4,6,20,73,73,0,0,0,0
"2011","E00015688","E00015688","Total",158,158,2,0,1,1,156,150,6,0,0,0
"2011","E00015689","E00015689","Total",105,101,15,1,13,1,86,85,1,0,0,4
"2011","E00015695","E00015695","Total",143,141,1,0,1,0,140,135,3,2,0,2
"2011","E00015700","E00015700","Total",134,128,3,1,2,0,125,122,2,1,0,6
"2011","E00015702","E00015702","Total",112,112,0,0,0,0,112,100,11,1,0,0
"2011","E00015679","E00015679","Total",141,141,35,0,1,34,106,74,32,0,0,0
"2011","E00015680","E00015680","Total",125,125,63,1,5,57,62,19,42,1,0,0
"2011","E00015684","E00015684","Total",165,165,138,0,5,133,27,14,12,1,0,0
"2011","E00015686","E00015686","Total",128,128,32,2,3,27,95,83,11,1,1,0
"2011","E00171543","E00171543","Total",95,92,6,2,2,2,86,84,2,0,0,3
"2011","E00171546","E00171546","Total",90,90,5,0,0,5,85,55,19,11,0,0
"2011","E00171549","E00171549","Total",105,105,89,4,13,72,16,7,8,1,0,0
"2011","E00015690","E00015690","Total",127,127,3,0,1,2,124,119,5,0,0,0
"2011","E00015691","E00015691","Total",116,110,0,0,0,0,110,110,0,0,0,6
"2011","E00015692","E00015692","Total",149,146,3,0,2,1,143,141,2,0,0,3
"2011","E00015697","E00015697","Total",126,124,6,1,2,3,118,117,1,0,0,2
"2011","E00015699","E00015699","Total",120,115,1,0,0,1,114,112,1,1,0,5
"2011","E00015681","E00015681","Total",134,134,2,1,0,1,132,131,1,0,0,0
"2011","E00015682","E00015682","Total",130,130,6,1,0,5,124,110,13,1,0,0
"2011","E00015683","E00015683","Total",85,82,2,0,1,1,80,80,0,0,0,3
"2011","E00015687","E00015687","Total",176,176,20,2,1,17,156,151,5,0,0,0
"2011","E00015693","E00015693","Total",125,125,33,2,5,26,92,91,1,0,0,0
"2011","E00015701","E00015701","Total",121,116,12,0,3,9,104,99,3,2,0,5
"2011","E00015629","E00015629","Total",118,118,1,0,1,0,117,116,1,0,0,0
"2011","E00015660","E00015660","Total",137,137,6,0,2,4,131,113,18,0,0,0
"2011","E00015661","E00015661","Total",159,159,14,0,0,14,145,75,52,18,0,0
"2011","E00015662","E00015662","Total",142,140,5,0,4,1,135,134,1,0,0,2
"2011","E00015663","E00015663","Total",129,126,0,0,0,0,126,124,1,1,0,3
"2011","E00015667","E00015667","Total",115,115,35,2,3,30,80,56,24,0,0,0
"2011","E00015698","E00015698","Total",123,123,2,1,0,1,121,121,0,0,0,0
"2011","E00015704","E00015704","Total",108,108,2,0,0,2,105,104,1,0,1,0
"2011","E00015708","E00015708","Total",119,117,1,0,0,1,116,113,3,0,0,2
"2011","E00171547","E00171547","Total",195,189,4,0,1,3,185,184,1,0,0,6
"2011","E00171548","E00171548","Total",120,117,2,1,0,1,115,114,1,0,0,3
"2011","E00015664","E00015664","Total",147,144,33,2,7,24,111,84,27,0,0,3
"2011","E00015670","E00015670","Total",113,113,30,0,0,30,83,80,2,1,0,0
"2011","E00015694","E00015694","Total",137,137,8,0,0,8,129,89,40,0,0,0
"2011","E00015696","E00015696","Total",133,133,10,1,0,9,123,120,3,0,0,0
"2011","E00015703","E00015703","Total",177,175,64,0,3,61,111,100,10,1,0,2
"2011","E00015706","E00015706","Total",204,202,20,4,5,11,182,162,16,4,0,2
"2011","E00015665","E00015665","Total",125,125,51,2,2,47,74,52,22,0,0,0
"2011","E00015672","E00015672","Total",187,187,44,1,10,33,143,53,76,14,0,0
"2011","E00015673","E00015673","Total",125,125,20,0,1,19,105,100,4,1,0,0
"2011","E00015674","E00015674","Total",129,129,56,1,0,55,73,43,27,3,0,0
"2011","E00015677","E00015677","Total",144,144,1,0,0,1,143,143,0,0,0,0
"2011","E00015678","E00015678","Total",219,219,60,1,10,49,159,94,58,7,0,0
"2011","E00015669","E00015669","Total",105,102,0,0,0,0,102,99,3,0,0,3
"2011","E00015671","E00015671","Total",118,118,4,1,1,2,114,114,0,0,0,0
"2011","E00015675","E00015675","Total",161,156,23,3,3,17,133,124,6,3,0,5
"2011","E00015676","E00015676","Total",147,142,4,1,0,3,138,136,2,0,0,5
"2011","E00015707","E00015707","Total",156,154,2,2,0,0,152,152,0,0,0,2
"2011","E00171542","E00171542","Total",192,190,4,1,1,2,186,179,4,3,0,2
"2011","E00171544","E00171544","Total",145,145,2,0,0,2,143,136,5,2,0,0
"2011","E00171545","E00171545","Total",69,67,4,2,1,1,63,48,5,10,0,2
"2011","E00015622","E00015622","Total",134,123,26,3,4,19,97,44,47,6,0,11
"2011","E00015623","E00015623","Total",208,196,25,4,4,17,171,121,45,5,0,12
"2011","E00015624","E00015624","Total",151,143,25,1,6,18,118,34,84,0,0,8
"2011","E00015628","E00015628","Total",193,193,17,2,3,12,176,109,67,0,0,0
"2011","E00015630","E00015630","Total",158,154,48,2,9,37,106,106,0,0,0,4
"2011","E00015621","E00015621","Total",119,105,11,0,0,11,94,17,77,0,0,14
"2011","E00015637","E00015637","Total",132,129,22,1,2,19,107,43,61,3,0,3
"2011","E00015640","E00015640","Total",95,91,21,4,2,15,70,47,23,0,0,4
"2011","E00015642","E00015642","Total",164,164,13,1,2,10,151,101,49,1,0,0
"2011","E00015647","E00015647","Total",111,79,19,0,6,13,60,13,47,0,0,32
"2011","E00015655","E00015655","Total",156,135,15,0,2,13,120,99,18,3,0,21
"2011","E00015788","E00015788","Total",182,182,4,2,0,2,178,174,4,0,0,0
"2011","E00015793","E00015793","Total",114,114,54,8,4,42,60,12,47,1,0,0
"2011","E00015795","E00015795","Total",115,112,19,5,9,5,93,87,5,1,0,3
"2011","E00015797","E00015797","Total",113,113,32,1,3,28,81,46,25,10,0,0
"2011","E00171526","E00171526","Total",143,143,0,0,0,0,143,141,0,2,0,0
"2011","E00171527","E00171527","Total",111,108,21,1,6,14,87,53,34,0,0,3
"2011","E00171528","E00171528","Total",92,92,12,2,1,9,80,49,28,3,0,0
"2011","E00015789","E00015789","Total",200,175,51,3,6,42,124,42,68,14,0,25
"2011","E00015790","E00015790","Total",133,133,14,2,2,10,119,83,36,0,0,0
"2011","E00015791","E00015791","Total",137,131,1,0,0,1,130,129,1,0,0,6
"2011","E00015792","E00015792","Total",181,177,55,3,7,45,122,43,79,0,0,4
"2011","E00015796","E00015796","Total",157,142,39,4,1,34,103,27,76,0,0,15
"2011","E00015620","E00015620","Total",123,119,27,5,4,18,92,90,1,1,0,4
"2011","E00015627","E00015627","Total",126,126,57,1,11,45,69,13,55,1,0,0
"2011","E00015632","E00015632","Total",112,103,6,0,0,6,97,95,2,0,0,9
"2011","E00015636","E00015636","Total",140,138,34,1,4,29,104,95,8,1,0,2
"2011","E00015639","E00015639","Total",127,127,24,4,6,14,103,99,4,0,0,0
"2011","E00171529","E00171529","Total",138,138,8,2,0,6,130,109,15,6,0,0
"2011","E00171536","E00171536","Total",401,389,1,1,0,0,387,384,1,2,1,12
"2011","E00171537","E00171537","Total",128,128,3,0,0,3,125,121,3,1,0,0
"2011","E00171538","E00171538","Total",174,174,0,0,0,0,174,171,2,1,0,0
"2011","E00171539","E00171539","Total",162,162,3,2,0,1,159,156,0,3,0,0
"2011","E00171540","E00171540","Total",153,153,0,0,0,0,153,150,2,1,0,0
"2011","E00015641","E00015641","Total",145,136,84,2,5,77,52,17,34,1,0,9
"2011","E00015643","E00015643","Total",124,120,11,0,1,10,109,96,13,0,0,4
"2011","E00015648","E00015648","Total",137,137,16,1,0,15,121,62,59,0,0,0
"2011","E00015650","E00015650","Total",143,143,50,0,6,44,93,44,49,0,0,0
"2011","E00015654","E00015654","Total",96,96,19,3,7,9,77,74,3,0,0,0
"2011","E00015625","E00015625","Total",134,132,2,1,1,0,130,130,0,0,0,2
"2011","E00015631","E00015631","Total",69,69,9,2,3,4,60,41,8,11,0,0
"2011","E00015634","E00015634","Total",150,146,2,1,0,1,144,144,0,0,0,4
"2011","E00015635","E00015635","Total",168,168,42,3,5,34,126,64,47,15,0,0
"2011","E00015638","E00015638","Total",145,145,17,1,2,14,128,116,12,0,0,0
"2011","E00015633","E00015633","Total",136,136,13,0,2,11,123,38,78,7,0,0
"2011","E00015644","E00015644","Total",136,132,21,0,0,21,111,21,88,2,0,4
"2011","E00015645","E00015645","Total",142,139,7,0,1,6,132,10,121,1,0,3
"2011","E00015652","E00015652","Total",181,179,38,2,4,32,141,67,66,8,0,2
"2011","E00015653","E00015653","Total",132,132,8,0,0,8,124,26,84,14,0,0
"2011","E00015657","E00015657","Total",151,151,11,0,1,10,140,77,63,0,0,0
"2011","E00016077","E00016077","Total",122,119,49,3,3,43,70,61,9,0,0,3
"2011","E00016083","E00016083","Total",157,157,71,4,13,54,86,81,5,0,0,0
"2011","E00016086","E00016086","Total",131,126,43,4,10,29,83,51,31,1,0,5
"2011","E00016091","E00016091","Total",124,124,84,5,19,60,40,21,19,0,0,0
"2011","E00016094","E00016094","Total",128,126,6,0,3,3,120,119,1,0,0,2
"2011","E00016071","E00016071","Total",112,112,58,4,17,37,54,26,28,0,0,0
"2011","E00016072","E00016072","Total",138,138,72,10,13,49,66,19,47,0,0,0
"2011","E00016075","E00016075","Total",139,139,46,4,12,30,93,48,45,0,0,0
"2011","E00016076","E00016076","Total",125,125,13,3,5,5,112,108,4,0,0,0
"2011","E00016078","E00016078","Total",117,117,45,3,6,36,72,31,41,0,0,0
"2011","E00015646","E00015646","Total",122,119,27,2,4,21,92,91,1,0,0,3
"2011","E00015649","E00015649","Total",126,121,3,0,1,2,118,118,0,0,0,5
"2011","E00015651","E00015651","Total",129,127,10,0,1,9,117,115,1,1,0,2
"2011","E00015656","E00015656","Total",121,121,2,0,2,0,119,118,0,1,0,0
"2011","E00015658","E00015658","Total",116,116,25,3,3,19,91,91,0,0,0,0
"2011","E00015659","E00015659","Total",110,110,55,5,7,43,55,52,3,0,0,0
"2011","E00015757","E00015757","Total",119,117,1,0,0,1,116,114,0,2,0,2
"2011","E00015758","E00015758","Total",146,140,4,0,0,4,136,136,0,0,0,6
"2011","E00015761","E00015761","Total",124,124,4,1,1,2,120,118,2,0,0,0
"2011","E00015767","E00015767","Total",114,112,0,0,0,0,112,112,0,0,0,2
"2011","E00015798","E00015798","Total",188,181,0,0,0,0,181,180,0,1,0,7
"2011","E00015755","E00015755","Total",123,123,18,2,4,12,105,45,57,3,0,0
"2011","E00015766","E00015766","Total",125,125,57,4,23,30,68,30,37,1,0,0
"2011","E00015769","E00015769","Total",118,114,31,4,8,19,83,36,40,7,0,4
"2011","E00015772","E00015772","Total",116,111,30,0,12,18,81,77,4,0,0,5
"2011","E00015776","E00015776","Total",131,131,60,6,12,42,71,53,18,0,0,0
"2011","E00015799","E00015799","Total",70,70,20,4,5,11,50,35,15,0,0,0
"2011","E00015763","E00015763","Total",139,136,4,0,0,4,132,129,2,1,0,3
"2011","E00015764","E00015764","Total",114,114,44,2,6,36,70,47,23,0,0,0
"2011","E00015765","E00015765","Total",118,81,10,3,4,3,71,17,54,0,0,37
"2011","E00015768","E00015768","Total",129,105,25,3,5,17,80,60,20,0,0,24
"2011","E00015771","E00015771","Total",119,115,3,0,2,1,112,109,3,0,0,4
"2011","E00015754","E00015754","Total",157,148,4,1,2,1,144,137,7,0,0,9
"2011","E00015759","E00015759","Total",125,125,3,1,1,1,122,122,0,0,0,0
"2011","E00015760","E00015760","Total",144,142,0,0,0,0,142,139,3,0,0,2
"2011","E00015770","E00015770","Total",133,130,7,2,2,3,123,122,1,0,0,3
"2011","E00015794","E00015794","Total",133,131,4,2,1,1,127,122,4,1,0,2
"2011","E00016073","E00016073","Total",116,116,3,1,0,2,113,89,23,1,0,0
"2011","E00016074","E00016074","Total",126,126,74,9,19,46,52,49,3,0,0,0
"2011","E00016079","E00016079","Total",150,150,4,1,1,2,146,117,29,0,0,0
"2011","E00016080","E00016080","Total",122,122,11,3,2,6,111,109,1,1,0,0
"2011","E00016089","E00016089","Total",130,130,7,1,1,5,123,98,25,0,0,0
"2011","E00016082","E00016082","Total",103,103,3,0,2,1,100,100,0,0,0,0
"2011","E00016085","E00016085","Total",104,101,9,0,0,9,92,87,1,4,0,3
"2011","E00016095","E00016095","Total",128,119,1,0,0,1,118,118,0,0,0,9
"2011","E00016098","E00016098","Total",125,125,2,1,0,1,122,121,1,0,1,0
"2011","E00016102","E00016102","Total",126,123,4,3,1,0,119,117,2,0,0,3
"2011","E00016084","E00016084","Total",151,151,5,0,2,3,146,141,2,3,0,0
"2011","E00016088","E00016088","Total",123,123,8,0,3,5,115,76,39,0,0,0
"2011","E00016090","E00016090","Total",141,141,14,4,5,5,127,96,31,0,0,0
"2011","E00016092","E00016092","Total",123,123,4,0,0,4,119,47,72,0,0,0
"2011","E00016093","E00016093","Total",128,125,21,1,9,11,104,52,52,0,0,3
"2011","E00016101","E00016101","Total",102,90,3,1,1,1,87,80,7,0,0,12
"2011","E00016081","E00016081","Total",191,186,26,2,6,18,160,143,17,0,0,5
"2011","E00016097","E00016097","Total",170,170,20,0,2,18,150,143,7,0,0,0
"2011","E00016100","E00016100","Total",137,130,61,11,33,17,69,22,46,1,0,7
"2011","E00016106","E00016106","Total",126,126,32,6,17,9,94,33,60,1,0,0
"2011","E00016108","E00016108","Total",107,105,22,6,15,1,83,28,55,0,0,2
"2011","E00016109","E00016109","Total",145,143,20,3,9,8,123,69,43,11,0,2
"2011","E00016066","E00016066","Total",101,97,31,4,11,16,66,66,0,0,0,4
"2011","E00016067","E00016067","Total",124,124,26,5,6,15,98,96,0,2,0,0
"2011","E00016087","E00016087","Total",107,104,26,5,13,8,78,77,1,0,0,3
"2011","E00016096","E00016096","Total",180,166,31,4,7,20,134,92,42,0,1,14
"2011","E00016099","E00016099","Total",114,108,59,6,15,38,48,48,0,0,1,6
"2011","E00015584","E00015584","Total",138,131,9,4,5,0,122,112,2,8,0,7
"2011","E00015585","E00015585","Total",121,118,3,0,2,1,115,95,8,12,0,3
"2011","E00015586","E00015586","Total",130,124,1,0,0,1,123,121,2,0,0,6
"2011","E00015587","E00015587","Total",179,173,13,2,4,7,160,138,20,2,0,6
"2011","E00015589","E00015589","Total",121,121,3,0,1,2,118,117,1,0,0,0
"2011","E00015594","E00015594","Total",134,134,0,0,0,0,134,133,1,0,0,0
"2011","E00015595","E00015595","Total",204,184,53,3,8,42,131,28,103,0,0,20
"2011","E00015600","E00015600","Total",111,111,4,2,1,1,107,106,1,0,0,0
"2011","E00015601","E00015601","Total",104,102,3,1,0,2,99,99,0,0,0,2
"2011","E00015603","E00015603","Total",115,113,6,1,0,5,107,102,5,0,0,2
"2011","E00015588","E00015588","Total",137,131,4,2,1,1,127,124,2,1,0,6
"2011","E00015590","E00015590","Total",160,153,22,4,4,14,131,110,19,2,0,7
"2011","E00015591","E00015591","Total",159,155,2,0,0,2,153,153,0,0,0,4
"2011","E00015592","E00015592","Total",152,152,10,4,1,5,142,116,22,4,0,0
"2011","E00015596","E00015596","Total",109,109,55,4,22,29,54,49,5,0,0,0
"2011","E00015756","E00015756","Total",135,135,19,1,15,3,116,87,29,0,0,0
"2011","E00015773","E00015773","Total",122,122,15,1,6,8,107,75,25,7,0,0
"2011","E00015774","E00015774","Total",148,141,4,2,1,1,137,134,3,0,0,7
"2011","E00015777","E00015777","Total",104,104,0,0,0,0,104,103,1,0,0,0
"2011","E00015779","E00015779","Total",136,131,1,0,0,1,130,129,1,0,0,5
"2011","E00015778","E00015778","Total",114,110,0,0,0,0,110,109,0,1,0,4
"2011","E00015781","E00015781","Total",166,162,2,1,0,1,160,159,1,0,0,4
"2011","E00015783","E00015783","Total",115,111,4,0,1,3,107,107,0,0,0,4
"2011","E00015784","E00015784","Total",138,127,8,3,1,4,119,89,29,1,0,11
"2011","E00015785","E00015785","Total",131,128,1,1,0,0,127,119,7,1,0,3
"2011","E00015354","E00015354","Total",145,145,25,3,4,18,120,88,32,0,0,0
"2011","E00015355","E00015355","Total",128,123,13,1,3,9,110,104,6,0,0,5
"2011","E00015356","E00015356","Total",168,128,0,0,0,0,128,123,4,1,0,40
"2011","E00015360","E00015360","Total",129,126,7,0,2,5,119,118,1,0,0,3
"2011","E00015362","E00015362","Total",173,166,2,0,1,1,164,161,2,1,0,7
"2011","E00015359","E00015359","Total",211,209,32,11,8,13,177,175,2,0,0,2
"2011","E00015361","E00015361","Total",140,135,0,0,0,0,135,133,2,0,0,5
"2011","E00015366","E00015366","Total",122,119,2,0,1,1,117,116,0,1,0,3
"2011","E00015368","E00015368","Total",138,132,21,5,5,11,111,92,17,2,0,6
"2011","E00015371","E00015371","Total",130,127,3,0,2,1,124,120,4,0,0,3
"2011","E00015494","E00015494","Total",130,130,3,0,0,3,127,126,1,0,0,0
"2011","E00015496","E00015496","Total",125,123,23,0,4,19,100,95,5,0,0,2
"2011","E00015497","E00015497","Total",141,137,18,0,8,10,119,117,2,0,0,4
"2011","E00015499","E00015499","Total",144,144,4,1,2,1,140,136,3,1,0,0
"2011","E00015502","E00015502","Total",145,145,1,0,0,1,144,139,5,0,0,0
"2011","E00016068","E00016068","Total",186,181,42,6,5,31,139,88,51,0,0,5
"2011","E00016069","E00016069","Total",179,169,59,10,18,31,110,39,71,0,0,10
"2011","E00016103","E00016103","Total",106,104,11,3,1,7,93,49,42,2,0,2
"2011","E00016104","E00016104","Total",117,109,38,0,11,27,71,47,23,1,0,8
"2011","E00016105","E00016105","Total",132,132,32,6,10,16,100,41,59,0,0,0
"2011","E00016070","E00016070","Total",131,131,20,2,4,14,111,105,6,0,0,0
"2011","E00016107","E00016107","Total",158,154,50,2,12,36,104,93,11,0,0,4
"2011","E00016110","E00016110","Total",142,142,89,11,23,55,53,25,28,0,0,0
"2011","E00016111","E00016111","Total",123,121,45,5,10,30,76,26,46,4,0,2
"2011","E00015574","E00015574","Total",157,155,18,1,0,17,137,67,56,14,0,2
"2011","E00015578","E00015578","Total",156,156,59,8,8,43,97,88,9,0,0,0
"2011","E00015579","E00015579","Total",152,148,80,4,4,72,68,19,49,0,0,4
"2011","E00015581","E00015581","Total",129,129,17,3,0,14,111,97,12,2,1,0
"2011","E00015583","E00015583","Total",143,140,3,1,0,2,137,136,1,0,0,3
"2011","E00015593","E00015593","Total",144,142,6,0,3,3,136,133,0,3,0,2
"2011","E00015597","E00015597","Total",150,150,5,1,1,3,145,140,2,3,0,0
"2011","E00015598","E00015598","Total",212,208,4,0,1,3,204,203,0,1,0,4
"2011","E00171521","E00171521","Total",115,115,2,0,0,2,113,112,1,0,0,0
"2011","E00171522","E00171522","Total",131,128,8,1,2,5,120,116,4,0,0,3
"2011","E00171523","E00171523","Total",120,120,1,1,0,0,119,117,1,1,0,0
"2011","E00171552","E00171552","Total",77,77,2,0,1,1,75,73,2,0,0,0
"2011","E00015605","E00015605","Total",124,120,6,1,3,2,114,105,9,0,0,4
"2011","E00015606","E00015606","Total",154,146,5,1,3,1,141,109,32,0,0,8
"2011","E00015609","E00015609","Total",116,114,59,1,13,45,55,13,42,0,0,2
"2011","E00015612","E00015612","Total",136,134,45,1,4,40,89,39,49,1,0,2
"2011","E00015614","E00015614","Total",145,141,88,9,3,76,53,19,33,1,0,4
"2011","E00015575","E00015575","Total",173,171,27,1,2,24,144,29,111,4,0,2
"2011","E00015577","E00015577","Total",151,149,49,4,5,40,100,15,85,0,0,2
"2011","E00015580","E00015580","Total",127,127,69,7,7,55,58,8,49,1,0,0
"2011","E00015611","E00015611","Total",216,188,35,4,9,22,153,91,51,11,0,28
"2011","E00015613","E00015613","Total",143,133,33,5,3,25,100,15,78,7,0,10
"2011","E00015617","E00015617","Total",116,116,40,2,7,31,76,25,51,0,0,0
"2011","E00015775","E00015775","Total",151,151,89,23,55,11,62,24,38,0,0,0
"2011","E00015780","E00015780","Total",167,164,1,0,0,1,163,158,5,0,0,3
"2011","E00015782","E00015782","Total",127,127,11,3,3,5,116,86,30,0,0,0
"2011","E00015786","E00015786","Total",140,134,50,2,4,44,84,8,76,0,0,6
"2011","E00015787","E00015787","Total",170,149,27,1,2,24,122,97,15,10,0,21
"2011","E00015353","E00015353","Total",238,238,75,16,29,30,163,129,28,6,0,0
"2011","E00015357","E00015357","Total",124,124,35,8,11,16,89,74,15,0,0,0
"2011","E00015358","E00015358","Total",145,140,2,1,0,1,138,135,2,1,0,5
"2011","E00171531","E00171531","Total",108,108,24,3,4,17,84,83,1,0,0,0
"2011","E00171532","E00171532","Total",113,111,18,3,9,6,93,73,20,0,0,2
"2011","E00015363","E00015363","Total",161,159,18,5,5,8,141,105,36,0,0,2
"2011","E00015372","E00015372","Total",137,137,32,3,8,21,105,100,3,2,0,0
"2011","E00015374","E00015374","Total",127,124,23,4,2,17,101,88,8,5,0,3
"2011","E00015375","E00015375","Total",123,117,2,0,0,2,115,114,1,0,0,6
"2011","E00015382","E00015382","Total",203,196,4,0,2,2,192,150,20,22,0,7
"2011","E00015341","E00015341","Total",126,126,10,2,4,4,116,63,52,1,0,0
"2011","E00015364","E00015364","Total",153,151,38,7,7,24,113,104,7,2,0,2
"2011","E00015367","E00015367","Total",127,127,78,8,15,55,49,44,5,0,0,0
"2011","E00015369","E00015369","Total",154,146,1,0,0,1,145,143,2,0,0,8
"2011","E00015373","E00015373","Total",108,108,11,1,8,2,97,61,36,0,0,0
"2011","E00015398","E00015398","Total",176,176,5,1,3,1,171,147,15,9,0,0
"2011","E00015399","E00015399","Total",81,79,3,2,0,1,76,76,0,0,0,2
"2011","E00015401","E00015401","Total",137,137,9,4,2,3,128,123,4,1,0,0
"2011","E00015403","E00015403","Total",112,109,9,0,3,6,100,97,0,3,0,3
"2011","E00015404","E00015404","Total",119,116,3,0,1,2,113,111,2,0,0,3
"2011","E00015400","E00015400","Total",124,116,13,3,3,7,103,103,0,0,0,8
"2011","E00015402","E00015402","Total",138,138,2,1,0,1,136,134,1,1,0,0
"2011","E00015405","E00015405","Total",136,134,4,0,2,2,130,128,1,1,0,2
"2011","E00015406","E00015406","Total",119,118,9,2,1,6,109,99,5,5,0,1
"2011","E00015407","E00015407","Total",115,109,5,2,0,3,104,103,0,1,0,6
"2011","E00015408","E00015408","Total",115,111,1,0,0,1,110,106,3,1,0,4
"2011","E00015409","E00015409","Total",129,124,19,1,1,17,105,94,11,0,0,5
"2011","E00015413","E00015413","Total",146,122,19,3,2,14,103,42,61,0,0,24
"2011","E00015414","E00015414","Total",178,159,30,3,6,21,129,52,64,13,0,19
"2011","E00015332","E00015332","Total",153,150,2,0,0,2,148,147,1,0,0,3
"2011","E00015333","E00015333","Total",114,114,6,2,2,2,108,99,9,0,0,0
"2011","E00015334","E00015334","Total",156,145,58,5,7,46,87,26,60,1,0,11
"2011","E00015335","E00015335","Total",191,186,79,4,13,62,107,41,59,7,0,5
"2011","E00015337","E00015337","Total",109,109,48,4,7,37,61,25,36,0,0,0
"2011","E00015301","E00015301","Total",149,141,5,0,1,4,136,112,23,1,0,8
"2011","E00015309","E00015309","Total",132,132,45,3,4,38,87,37,49,1,0,0
"2011","E00015311","E00015311","Total",130,130,12,0,6,6,118,82,24,12,0,0
"2011","E00015316","E00015316","Total",156,156,27,0,4,23,129,67,61,1,0,0
"2011","E00015321","E00015321","Total",143,143,63,3,13,47,80,27,37,16,0,0
"2011","E00015293","E00015293","Total",136,136,20,1,1,18,116,36,79,1,0,0
"2011","E00015297","E00015297","Total",127,127,65,5,13,47,62,39,23,0,0,0
"2011","E00015300","E00015300","Total",110,110,66,3,14,49,44,10,34,0,0,0
"2011","E00015303","E00015303","Total",114,114,21,0,4,17,93,51,42,0,0,0
"2011","E00015305","E00015305","Total",133,131,70,7,14,49,61,22,36,3,0,2
"2011","E00015306","E00015306","Total",117,117,34,3,5,26,83,79,3,1,0,0
"2011","E00015582","E00015582","Total",154,154,21,3,5,13,133,87,18,28,0,0
"2011","E00015615","E00015615","Total",160,152,23,1,4,18,129,22,106,1,0,8
"2011","E00015616","E00015616","Total",173,173,14,6,5,3,159,126,28,5,0,0
"2011","E00015618","E00015618","Total",146,139,9,0,0,9,130,74,56,0,0,7
"2011","E00015619","E00015619","Total",144,144,21,2,0,19,123,22,100,1,0,0
"2011","E00171519","E00171519","Total",142,129,8,2,1,5,121,45,76,0,0,13
"2011","E00171551","E00171551","Total",124,124,13,1,1,11,111,96,15,0,0,0
"2011","E00015576","E00015576","Total",201,195,19,1,9,9,176,99,77,0,0,6
"2011","E00015602","E00015602","Total",148,143,51,3,32,16,92,28,63,1,0,5
"2011","E00015604","E00015604","Total",145,139,40,6,23,11,99,36,63,0,0,6
"2011","E00015607","E00015607","Total",118,118,39,1,7,31,79,37,42,0,0,0
"2011","E00015608","E00015608","Total",148,145,56,4,36,16,89,18,71,0,0,3
"2011","E00015298","E00015298","Total",149,149,4,0,0,4,144,112,20,12,1,0
"2011","E00015302","E00015302","Total",95,95,42,2,17,23,53,50,2,1,0,0
"2011","E00015336","E00015336","Total",133,133,65,6,16,43,68,63,5,0,0,0
"2011","E00015339","E00015339","Total",115,115,71,4,13,54,44,34,10,0,0,0
"2011","E00015340","E00015340","Total",114,114,46,0,15,31,68,61,7,0,0,0
"2011","E00015295","E00015295","Total",116,116,57,2,8,47,59,19,39,1,0,0
"2011","E00015296","E00015296","Total",118,118,46,0,0,46,72,17,53,2,0,0
"2011","E00015299","E00015299","Total",114,114,62,1,5,56,52,18,31,3,0,0
"2011","E00015304","E00015304","Total",119,119,53,6,12,35,66,28,34,4,0,0
"2011","E00015313","E00015313","Total",93,93,19,5,10,4,74,48,26,0,0,0
